creator_name,userid,comment
Chriskillergaming,1449847,poor dude
Brave Wilderness,2324251,lol
Robin Seplut,1268211,Hi robin hello from India 👋👋
Sandy G,875309,Wow Bao you created a new style of kongfu moving your boo from ground to tree you almost got it!! Thumb up!!
askcliffe,2052566,Atheists often think its a possibility argument there is a possibility we came into exist by chance and then atheists say well its possible!! but its actually an argument of probability based on the evidence available and what we have experienced in our lives is it more probable that the universe happened by chance from nothing along with all the order and design we know is there? (DNA irreducible complexity) or is it more probable that an intelligent Being created the universe and the order and design we see are a result of His mind? Not to mention the fact that the odds of chance are mind blowing based on that fact alone an intelligent Being definitely seems more probable. Just as if someone was playing poker and they get 50 royal flushs in a row there is a chance it could happen but the probability is that they are cheating based on the evidence and my experience.
Brave Wilderness,1735610,Congrats Guys on the Book
Brave Wilderness,67619,maybe its the slenderman.
Grumpy Pug & Ma,2142228,Good GAWD Im in love with him... <3
Taylor Nicole Dean,639956,Wheres that store I live in San Antonio as well?
Big Cat Rescue,2505641,I would only pet a cub from you guys not for proffit
Brave Wilderness,1883123,Come here to Spartanburg sc and do that
olofpalme63,1917246,first
Whammy All New Press Your Luck,1856953,Love this episode Bill Baxter is a grrreat champion
Chriskillergaming,1596169,texture pack at 2:40?
Aquarium Co-Op,1972592,Loving the 60fps
Комнатные цветы,2067729,This is so very beautiful.
Brave Wilderness,492325,Nope nope nope bugs crawling into your ears there
Brian Barczyk,1219680,Im not going to play this time. I did pretty good last time and nothing happened. It was a lot of work my cell freaks out every time I have to stop the video to comment and had to start the video over again after every animal. So just not going to play
Brave Wilderness,1079092,Its 4AM and I was so bored until this uploaded. Thank you so much 😊
꼬부기아빠 My Pet Diary,1356147,너무기여워여여어어어어ㅓㅇ
pecktec,1441399,Great video. Great tank.love the mask cant believe how stone - like you got it.
Taylor Nicole Dean,877855,i love your hair
Brave Wilderness,620061,brave wilderness is savage
Brian Barczyk,1110316,I love this channel
David Gonzalez,1556411,Thats why I left Facebook all together. Sick of crying ass bitches...seems to be all fb was
The Pet Collective,1529831,Nice!
Shehry Vlogs,2393900,shehryyy do a meet n greet in sialkot as well! I have a good contact wid organizers!!! plzxx give it a thought! 😊
Squirrel Master,1419517,God bless Cats
Brave Wilderness,1598177,thats what she said
Pam Aus,161738,Is that like an eagle stop and Go? That they justGo and meet there and take off?
Menthol Kratom,2191393,Its like 3am here now but Ill listen to this in the morning when I get up.
Epic Wildlife,468208,There is no R in Animal mate or many of the other words you tried to ram one in to. Arrrnimal. LMAO
Brave Wilderness,563931,I love that
Info Marvel,1530349,hubiera estado muy interesante una version mas cruda y realista
Keedes channel LIVE,44939,Я смотрю от начало до конца и мне очень нравится это няшна
Kamp Kenan,156827,The most terrestrial of all Crocodilians.
carolinabullyfarms,1623036,Jessiehardy outdoorman
Vet Ranch,1076532,damn that dog is adorable
Gâu Gâu TV,2399343,This is porn my nigga
A Thousand Books To Read,389463,Ive subscribed and entered your giveaway! Thanks for the chance! I look forward to catching up on your videos and getting some great book recommendations! :)
Brave Wilderness,1983815,its head sexy
The Pet Collective,511856,1 like= 1 happy doggo bday song Its ma doggos bday
Cole & Marmalade,877680,Every time my cat meows it sounds like hes saying mom in Portuguese.
Brave Wilderness,136148,Do the giant hornet!
Brave Wilderness,1272900,What Happened To The Executioner Wasp Sting?
DarkDynastyK9s,1088623,hulk is not a pitbull Marlon needs to stop lyin
ViralHog,1460113,hes on ur TRUHCK
Viktor Larkhill,503255,you know what !! its your video  you are a very special person to be doin this !!
Taylor Nicole Dean,1743958,I have a ball python and she eats  biratos and that are just live eats and yes that is how you spell it in my home
SlideShow ForFun,834467,let troy finish his round in fortnitr
Taylor Nicole Dean,334101,Just keep going it’s hard to do but it helps in the long run. I’ve had depression on and off since I was 13 (am now 30) and I know how hard normals things are to do. You feel you can’t do stuff but if you avoid what is hard for you everything eventually gets worse. I struggled for a while as there is no one who would be significantly affected if I were no longer here. I now have guinea pigs and I know that they would suffer if were not around.
The Dodo,2194028,I dont think that cat know it is a cat anymore.
꼬부기아빠 My Pet Diary,456695,악 너무 귀여워..(디져벌임)
Mạnh CFM,112239,Hi vọng anh được 100000 sub
Brave Wilderness,616267,Where can I get a book?And could you come to Houston please?
Inglorious Bettas,1786858,Way more organised than I am. looks good. Subbed
Hope For Paws - Official Rescue Channel,304192,Usually I would never cry at any video but I cant say this enough thank you for taking the time out of your day to help and care for these animals. Truly brought a tear to my eye.
American Eagle Foundation,1242674,Congratulations 🎊 to Juliet n Romeo n welcome to the world NE18 woohoo 🎉
Vet Ranch,228001,she is so cute !
꼬부기아빠 My Pet Diary,139618,꼬부기야 많이 힘들고 지칠때마다 너의 영상보면서 많이 힐링하고 힘얻고 그랬는데 나는 너에게 힘이 되지주못해 마음이 아프다 잘 견뎌줬으면 좋겠고 월요일날 병원가서 확실한 진단받고 확실한 치료를 받았으면 좋겠다 꼬부기야 항상 고마워
Brian Barczyk,1359426,Love watching you videos- try to watch them daily. You should try to hit up Phoenix Herpetological Society if you make it through Phoenix and highlight the amazing collection they have.  I’d love to meet you sometime as you inspire me to pursue my dream with reptiles.
Brave Wilderness,233975,Im kinda earlyGIVE ME A COOKIE PLEASE🍪
ViralHog,1838225,His tail remind me those anal balls
foxalbiazul,2065031,i miss ron ron
Brave Wilderness,1740828,amazing 😛
Cole & Marmalade,2380063,Ugly hate cats
FROSTY Life,514249,Koho has a lot to learn. He needs to understand the cue from Mason when hes had enough.My cats beat the kittens up if they didnt let up. Mason is too gentle.
Brave Wilderness,834759,デカスギィ！
Top View Viral,804698,si
Solid Gold Aquatics,2501920,I think the floor looks awesome but it is personal taste. Since he couldnt do what you initially wanted why didnt you go for a black floor with a light gold flake to signify the solid gold in a subtle yet tasteful way? Either way it is a HUGE improvement on what it was!
Robin Seplut,281739,<3
Brian Barczyk,1100536,Name her Kaa after the snake in the jungle book....shes sooooo pretty.... congratulations! Xo
Lennon The Bunny,1545925,I didnt know rabbits could do so much damage to your body...
Gaming & Gambling,321151,Max bet a 9 lines with that congratulations
Taylor Nicole Dean,2322079,What up with those brows?
Frozen Kitten,747195,I believe Lazzy cares about only three types of presents under the tree. The food toys and boxes to go into. The simple life.
Info Marvel,1276250,Y que pasaria con los personajes que aun no tienen peliculas
꼬부기아빠 My Pet Diary,1655391,앜 귀여워 ㅜㅜ 아앜
Hope For Paws - Official Rescue Channel,1252723,I was crying of this video respect
Pickles12807,605366,Everyone saying that these reptiles are in tiny boxes for display only is laughable. These animals should still have access to water and a place to hide whether on display or not. And let’s face it these animals are not held or relocated every evening. Get real. What store owner/workers have time for that. This treatment should be illegal. I’m glad we have strict animal laws in the UK.
Taylor Nicole Dean,784865,lucille for the ball python and Waldorf for the Mexican black king snakefor no reason other than those are good names
Gohan The Husky,2384908,hes so cute
꼬부기아빠 My Pet Diary,1251555,마성의 닭가슴살 ㅋㅋㅌ어디껀가용 너무귀여월
Peter Caine Dog Training,2134970,Sure they were...
Brian Barczyk,1114804,Is going to be OK
TRanger,1995280,awesome
Brave Wilderness,1430253,I cant stand my friends gerbil this is crazy
,1893699,Oh I want to adopt you. <3Sexiest lady ever...................Love every inch of your perfect body babe. <3XXXX
shinkoruri,1494324,miss your videos.  hope your family is doing well.
Brave Wilderness,1020799,NO YOU SHAVED YOUR FACE *WHO ARE YOU??*
Brave Wilderness,1150130,Not related to crabs but more closely related to spidersCoyote you know crabs are arthropods too right?
The Dodo,629732,I snorted
Viktor Larkhill,1138114,Ok. I am officially disgusted that people online are so gullible and stupid. This channel constantly makes up ridiculous claims about how the dogs came to be hurt always to provoke the most outrage. This dog could have been run over by a vehicle (thats exactly how the injury looks). Further it was obvious it should have been humanely euthanized immediately rather than used for clickbait and the moneymaking scheme going on here. For shame.
Brave Wilderness,466711,Not gonna lie I think it was more curious than scared O-o Its like after a bit it just went Meh he seems friendly enough. I wonder what his face smells like. *Sniff sniff*
Real Fish Talk,855087,Watched the whole live part :)
Mạnh CFM,2464423,Anh mạnh thức khuya thế
Brian Barczyk,1785449,Sandboas are soooo cool
Keedes channel LIVE,1769159,Вы просто супер самый лучший канал
Think Like A Horse,495443,Poor babies!! Love those boys. Ignore letters like like. Just pitch them and move on!
Professor Fennec,1758844,Yay
Vet Ranch,360640,Does it ever make you cry when you get an animal and see how cruel the world is and the condition their in. Wish we can find the owner and put them down. Its hard for me Im weak when it comes to innocent animals being treated the way they are I would rather see a crook Thug be put down instead of a instant animal
Mr. Max T.V.,2074354,Messy birb
Brave Wilderness,1724127,todays my birthday please give me a shadow
Brian Barczyk,1025736,Aaaaaw now I want a lizard like Bella 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
,1201178,Cuál es tu serie favorita?Reaccionarias a anime?Y eso... cuídate ❤️
V8 Merc,183692,http://www.thefirearmblog.com/blog/2017/12/27/youtuber-makes-frankengun-called-commie-tommie/amp/
Solid Gold Aquatics,1003480,Hi! I´m from Sweden and I like the Fantail but with a more compact body so it´s like the longfined Ryukin but without the big hump. Right now I have six goldfish and four of them are Fantails and the other two are a Black Moor and a Redcap Oranda then I have some fry also :) But anyway love your channel and you where the one who really started my interest in fancy goldfish so I just want to say thanks for being there and spreading the information about this amazing animals (:
Hope For Paws - Official Rescue Channel,2111106,I see a DNA test happening because of those two black puppies
Brave Wilderness,2392157,Mr kraaaaaabbbbbbbbbbbs
Keedes channel LIVE,1800547,они такие мими
DuskY,1201012,dope video!
Brave Wilderness,295885,Ive got fish hooked and bit by an army ant and they hurt like heck and they both include blood
Brave Wilderness,1306014,5:12 when you have nothing to say x3
,861505,hasy covy
The Dodo,1591599,wow. what an awesome guy.
utahhumane,2022134,Aww. Shes adorable.
Brave Wilderness,1925155,Oh look! a species of ant Ive never seen before! lets see if they bite or sting.
Brave Wilderness,939022,Keevvviiinnnnn
Taylor Nicole Dean,1097758,You should greet the trick or treaters with your snakes next time lol
Gotcha The Cockatoo,625296,I saw a dead bag 😂😂😂😂
Brian Barczyk,471383,Whats your favorite snake
Brave Wilderness,2174358,caracas venezuela the avila is awesome and will give you incredible drone action te avila or waraira repano connects 2 cities take a look online!
